,duration,checked,amount,fines,desc,lat,lng
0111C,104.57999999999994,56064.0,76026.4971573284,186.17104848306093,"96 Limestone Ave, Ainslie ACT 2602, Australia",-35.26754,149.13846
0111D,9.48,5004.0,6785.755418365998,16.61672243523896,"119 Limestone Ave, Braddon ACT 2612, Australia",-35.26403,149.13664
0111E,9.31,3423.0,4641.814707647244,11.366714807318735,"121 Limestone Ave, Braddon ACT 2612, Australia",-35.26368,149.13671
0111F,10.4,4532.0,6145.692157480956,15.049357729117299,"96 Limestone Ave, Ainslie ACT 2602, Australia",-35.26757,149.13898
0111G,192.4700000000002,123185.0,167047.01862738119,409.0589434821964,"66 Limestone Ave, Ainslie ACT 2602, Australia",-35.27136,149.14136
0112A,25.849999999999994,7713.0,9827.388183886029,26.008559798874657,"138 Copland Dr, Evatt ACT 2617, Australia",-35.20669,149.06827
0112B,13.39,3791.0,4830.238377429267,12.783411149686739,"129 Copland Dr, Spence ACT 2615, Australia",-35.20753,149.06652
0112C,124.67999999999992,63692.0,81152.08196655892,214.7720978490762,"Bmx Track, 15 Copland Dr, Melba ACT 2615, Australia",-35.21419,149.05814
0112D,69.58999999999997,25040.0,31904.291472125784,84.43593120236243,"110 Copland Dr, Melba ACT 2615, Australia",-35.20785,149.06516
0114A,97.14999999999993,16343.0,47560.0,133.0,"87 Groom St, Hughes ACT 2605, Australia",-35.32959000000001,149.08853
0115A,57.11999999999996,38328.0,12454.526599272463,32.0959864943626,"Isabella Dr, Gilmore ACT 2905, Australia",-35.40978,149.13481
0115B,3.91,1443.0,468.89693912414333,1.2083726912796189,"Isabella Dr, Fadden ACT 2904, Australia",-35.41461000000001,149.11797
0115C,13.39,10139.0,3294.6265182118427,8.490430157230808,"Isabella Dr, Gowrie ACT 2904, Australia",-35.41946,149.10975
0115D,10.56,4685.0,1522.3715591106109,3.923233581874577,"Isabella Dr, Monash ACT 2904, Australia",-35.42155000000001,149.09648
0115E,32.929999999999986,17124.0,5564.373655968005,14.339690897763129,"Isabella Dr, Monash ACT 2904, Australia",-35.42304,149.0834
0115F,14.8,6047.0,1964.9478800302807,5.063776621044945,"Isabella Dr, Monash ACT 2904, Australia",-35.42277,149.08225
0115G,11.73,5863.0,1905.1578337386366,4.909694448352326,"Isabella Dr, Monash ACT 2904, Australia",-35.42151,149.0955
0115H,18.380000000000003,9390.0,3051.2420362964003,7.863215225998352,"Isabella Dr, Monash ACT 2904, Australia",-35.42112,149.09974
0115I,23.949999999999996,13719.0,4457.932853668831,11.488333299837208,"Isabella Dr, Gowrie ACT 2904, Australia",-35.42005000000001,149.10769
0115J,20.049999999999997,9858.0,3203.3167192555825,8.25511988262958,"Isabella Dr, Fadden ACT 2904, Australia",-35.41297,149.1216
0115K,18.64,5367.0,1743.9846654742046,4.494342504572221,"Isabella Dr, Fadden ACT 2904, Australia",-35.41223,149.12676
0115L,18.46,6587.0,2140.4186680601056,5.515974301773285,"Isabella Dr, Gilmore ACT 2905, Australia",-35.40907,149.13513
0115M,76.02999999999994,20721.0,6733.204071788894,17.351829893281348,"1 Isabella Dr, Gilmore ACT 2905, Australia",-35.40666,149.13892
0116A,17.22,10790.0,2602.1737321975243,6.642319978703581,"Ashley Dr, Monash ACT 2904, Australia",-35.41128,149.10281
0116B,37.24999999999998,12578.0,3033.3773126580595,7.743012112338613,"Ashley Dr, Monash ACT 2904, Australia",-35.41827,149.10241
0116C,40.99999999999998,24153.0,5824.865815919074,14.86857779848263,"Ashley Dr, Monash ACT 2904, Australia",-35.41527,149.10204
0116D,2.66,857.0,206.67867363237056,0.527568880606948,"Ashley Dr, Monash ACT 2904, Australia",-35.4125,149.10265
0116E,7.74,4012.0,967.5552375881805,2.469785704778384,"Ashley Dr, Isabella Plains ACT 2905, Australia",-35.42675,149.10343
0116F,15.8,7714.0,1860.3492280047917,4.748735525089844,"Ashley Dr, Isabella Plains ACT 2905, Australia",-35.43014,149.10525
0117A,42.81999999999997,15708.0,427.66528512219526,1.4966414177504646,"Tharwa Dr, Calwell ACT 2905, Australia",-35.43855,149.12356
0117B,63.35999999999995,26274.0,715.3347148778048,2.5033585822495357,"Tharwa Dr, Calwell ACT 2905, Australia",-35.44334,149.09827
0118A,106.84999999999992,77145.0,18692.27928091971,49.80351097905165,"Tharwa Dr, Conder ACT 2906, Australia",-35.447386,149.092597
0118B,9.23,4710.0,1141.2357951018448,3.0406965676496633,"Tharwa Dr, Conder ACT 2906, Australia",-35.46095,149.0912
0118C,11.81,3699.0,896.269895134124,2.388012017778366,"Tharwa Dr, Gordon ACT 2906, Australia",-35.46666,149.09104
0118D,11.97,3092.0,749.1934349161156,1.9961430546014352,"Tharwa Dr, Gordon ACT 2906, Australia",-35.47049,149.09092
0118E,5.49,2283.0,553.1722548232509,1.473866298077321,"Tharwa Dr, Gordon ACT 2906, Australia",-35.46668,149.0908
0118F,5.32,2371.0,574.4947070459606,1.5306776139909453,"Tharwa Dr, Conder ACT 2906, Australia",-35.46147,149.09094
0118G,50.389999999999965,27521.0,6668.354632058996,17.767093468850614,"Tharwa Dr, Conder ACT 2906, Australia",-35.44793,149.09219
0119A,65.90999999999997,65125.0,80741.42460167517,186.81552679639776,"Horse Park Dr, Australian Capital Territory 2914, Australia",-35.21194,149.17588
0119B,51.66999999999997,70786.0,87759.88455822156,203.0544933560048,"Horse Park Dr, Australian Capital Territory 2914, Australia",-35.20687,149.17039
0119C,7.9,4657.0,5773.709241765854,13.35892373575162,"Horse Park Dr, Harrison ACT 2914, Australia",-35.19744,149.16276000000002
0119D,26.279999999999994,13664.0,16940.511719881604,39.19612066251024,"Horse Park Dr, Gungahlin ACT 2912, Australia",-35.18217,149.14868
0119E,13.3,10844.0,13444.29955286857,31.10675735247812,"Horse Park Dr, Forde ACT 2914, Australia",-35.17682,149.14006
0119F,1.33,798.0,989.3536557717741,2.2891177026261103,"Horse Park Dr, Forde ACT 2914, Australia",-35.1739,149.13955
0119G,36.83999999999998,15765.0,19545.313763461178,45.22298318533913,"Horse Park Dr, Gungahlin ACT 2912, Australia",-35.1819,149.14841
0119I,84.99999999999994,52238.0,64764.23091504503,149.84828389697086,"Horse Park Dr, Harrison ACT 2914, Australia",-35.18915,149.16003
0119K,2.66,945.0,1171.603013413943,2.7107972794256567,"Horse Park Dr, Forde ACT 2914, Australia",-35.168357,149.138578
0119L,14.55,7375.0,9143.4626708231,21.15569305371875,"The Bicentennial National Trail, Amaroo ACT 2914, Australia",-35.161859,149.127902
0119M,10.64,3253.0,4033.0419075508535,9.331453492033503,"Horse Park Dr, Ngunnawal ACT 2913, Australia",-35.153193,149.111042
0119N,13.64,4998.0,6196.478159833743,14.337105611184585,"Horse Park Dr, Ngunnawal ACT 2913, Australia",-35.155731,149.105571
0119O,10.64,5080.0,6298.141066817809,14.572328232256439,"Horse Park Dr, Ngunnawal ACT 2913, Australia",-35.164417,149.101484
0119P,5.49,1854.0,2298.573531078783,5.318326091063669,"Horse Park Dr, Ngunnawal ACT 2913, Australia",-35.162431,149.101816
0119Q,75.31999999999996,60198.0,74632.97164179104,172.6820895522388,"Horse park Dr, Harrison ACT 2914, Australia",-35.18891,149.15965
0120B,11.07,752.0,2559.6393350239505,7.522118906734292,"73 Kalgoorlie Cres, Fisher ACT 2611, Australia",-35.36205000000001,149.05662
0120C,33.32999999999999,4914.0,16726.153846153848,49.15384615384615,"61 Kalgoorlie Cres, Fisher ACT 2611, Australia",-35.36276,149.05785
0120D,23.759999999999998,1432.0,4874.206818822204,14.324034939419555,"135 Kalgoorlie Cres, Fisher ACT 2611, Australia",-35.35773,149.05333
0121C,1.25,154.0,584.0,2.0,"69 David St, O'Connor ACT 2602, Australia",-35.26689,149.11768
0122A,1.33,2661.0,,,,,
0122B,276.9100000000007,251148.0,396824.3801352297,1008.1053784098858,"Gungahlin Dr, O'Connor ACT 2602, Australia",-35.25208,149.10008
0122C,108.66999999999992,64090.0,101264.88971788295,257.25657262765213,"Gungahlin Dr, Kaleen ACT 2617, Australia",-35.243959,149.110638
0122D,37.09999999999998,10278.0,16239.671345301937,41.25578176731173,"Gungahlin Dr, Bruce ACT 2617, Australia",-35.25552,149.09204
0122G,38.699999999999974,29384.0,46427.953182560035,117.94706085334576,"Gungahlin Dr, Kaleen ACT 2617, Australia",-35.24209,149.1107
0122H,41.839999999999975,26461.0,,,,,
0122I,19.619999999999997,4630.0,,,,,
0122J,221.66000000000048,147473.0,,,,,
0123A,24.789999999999992,7771.0,12212.020488238983,30.491151426895616,"156 Drake-Brockman Dr, Holt ACT 2615, Australia",-35.23059,149.01133
0123B,28.29999999999999,11251.0,17680.793014177943,44.14566268228061,"119 Drake-Brockman Dr, Australian Capital Territory 2617, Australia",-35.23342,149.02041
0123C,7.82,5032.0,7907.719353599095,19.744109378476224,"119 Drake-Brockman Dr, Australian Capital Territory 2617, Australia",-35.23571,149.02298
0123D,22.499999999999993,13643.0,21439.788382581963,53.531177315292354,"119 Drake-Brockman Dr, Australian Capital Territory 2617, Australia",-35.23721,149.02383
0123E,35.29999999999999,11746.0,18458.678761402018,46.087899197055194,"The Bicentennial National Trail, Australian Capital Territory 2615, Australia",-35.23145,149.01344
0124A,23.51,4937.0,2442.1346030111954,8.894350791403937,"157 Starke St, Holt ACT 2615, Australia",-35.22397,149.01666
0124B,5.43,2081.0,1029.386694119161,3.7490670441384633,"186 Starke St, Holt ACT 2615, Australia",-35.22099,149.01742
0124C,2.66,753.0,372.47870286964354,1.3565821644575986,"180 Starke St, Holt ACT 2615, Australia",-35.22181,149.01722
0125A,57.659999999999975,6621.0,35039.17860621624,97.91082971752414,"14 Castieau St, Higgins ACT 2615, Australia",-35.22995,149.03259
0125B,48.11999999999998,4672.0,24724.821393783757,69.08917028247586,"27 Castieau St, Higgins ACT 2615, Australia",-35.23035,149.03087
0126A,31.279999999999987,6659.0,5822.111706076901,14.83206965599478,"30 Redfern St, Cook ACT 2614, Australia",-35.25576,149.05887
0126B,6.74,2123.0,1856.1860868000092,4.72871059914055,"Redfern St, Macquarie ACT 2614, Australia",-35.25617,149.06679
0126C,89.55999999999995,35665.0,31182.70220712309,79.43921974486467,"75 Redfern St, Macquarie ACT 2614, Australia",-35.25589,149.06429
0127A,41.639999999999986,11302.0,31666.275742943508,88.29340870725866,"63 Ebden St, Ainslie ACT 2602, Australia",-35.26342000000001,149.14692
0127B,56.07999999999997,14171.0,39704.72425705649,110.70659129274134,"83 Ebden St, Ainslie ACT 2602, Australia",-35.26106,149.14732
0128A,58.07999999999997,14006.0,42187.00668042391,113.16099471861774,"17 Officer Cres, Ainslie ACT 2602, Australia",-35.2573,149.14878
0128B,78.45999999999997,13910.0,41897.84827393236,112.38536602427337,"49 Officer Cres, Ainslie ACT 2602, Australia",-35.25506,149.15262
0128C,2.83,675.0,2033.145045643734,5.453639257108881,"11 Officer Cres, Ainslie ACT 2602, Australia",-35.257796,149.148477
0129A,278.43000000000046,332138.0,425676.046930782,908.8144941616297,"Monaro Hwy, Fyshwick ACT 2609, Australia",-35.31113,149.16945
0129B,239.5800000000006,266286.0,341278.54034470674,728.6265841075809,"Monaro Hwy, Fyshwick ACT 2609, Australia",-35.3137,149.16951
0129C,89.84999999999994,85333.0,109364.82459924615,233.49290725630414,"Monaro Hwy, Fyshwick ACT 2609, Australia",-35.31405,149.16923
0129D,127.78999999999994,129398.0,165839.58812526517,354.0660144744852,"Monaro Hwy, Fyshwick ACT 2609, Australia",-35.31116,149.16915
0130A,55.66999999999997,11353.0,24299.94564931074,66.28979717271051,"63 Chewings St, Scullin ACT 2614, Australia",-35.23493,149.04549
0130B,63.629999999999974,11425.0,24454.054350689265,66.71020282728949,"72 Chewings St, Page ACT 2614, Australia",-35.23469,149.04606
0132A,51.64999999999996,22284.0,8161.306084409533,19.03727865796831,"23 Canberra Ave, Forrest ACT 2603, Australia",-35.3159,149.13118
0132B,74.00999999999995,35483.0,12995.316091954022,30.313218390804597,"75-77 Canberra Ave, Griffith ACT 2603, Australia",-35.32024,149.13865
0132C,62.619999999999955,28407.0,10403.797430435361,24.268173345759553,"93 Canberra Ave, Griffith ACT 2603, Australia",-35.32111,149.14209
0132D,11.97,3958.0,1449.5803932010829,3.3813296054675366,"109 Canberra Ave, Griffith ACT 2603, Australia",-35.32205,149.1457
0133A,57.44999999999995,13044.0,3019.4212045410814,6.274773908023859,"265 Canberra Ave, Fyshwick ACT 2609, Australia",-35.33261000000001,149.16536
0133B,29.109999999999992,7744.0,1792.5787954589184,3.7252260919761397,"Unit 7/289 Canberra Ave, Fyshwick ACT 2609, Australia",-35.33475,149.16991
0134A,1.33,532.0,297.0,1.0,"115 Canberra Ave, Griffith ACT 2603, Australia",-35.32241,149.14665
0135A,89.70999999999995,10826.0,59696.07657846843,144.7407251854963,"49 Hilder St, Weston ACT 2611, Australia",-35.336779,149.058735
0135B,29.87999999999999,3460.0,19078.92342153157,46.25927481450371,"21 Hilder St, Weston ACT 2611, Australia",-35.33677,149.05536
0136A,70.49999999999997,8705.0,43147.0,106.0,"40 McInnes St, Weston ACT 2611, Australia",-35.34377,149.06134
0137A,43.59999999999998,24034.0,6816.0,14.0,"95 Kitchener St, Garran ACT 2605, Australia",-35.33864,149.10264
0138A,63.16999999999997,45472.0,21270.743476246025,53.04424807043896,"107 Kent St, Deakin ACT 2600, Australia",-35.32454,149.0967
0138B,24.449999999999996,17107.0,8002.256523753976,19.955751929561035,"77 Kent St, Deakin ACT 2600, Australia",-35.32194,149.09801
0139A,13.48,2202.0,1524.7072905331881,4.312948857453754,"51 Captain Cook Cres, Griffith ACT 2603, Australia",-35.32786,149.13599
0139B,13.3,2132.0,1476.2379397896264,4.175843307943417,"71 Captain Cook Cres, Griffith ACT 2603, Australia",-35.33037,149.13784
0139C,14.84,2539.0,1758.0525933986216,4.973014145810663,"101 Captain Cook Cres, Narrabundah ACT 2604, Australia",-35.33321,149.14175
0139D,6.82,904.0,625.9470438882844,1.7706202393906418,"166 Captain Cook Cres, Narrabundah ACT 2604, Australia",-35.33458000000001,149.14572
0139E,19.809999999999995,3504.0,2426.2372143634384,6.863112078346028,"60 Captain Cook Cres, Griffith ACT 2603, Australia",-35.32888,149.13625
0139F,9.31,2504.0,1733.8179180268407,4.904461371055495,"31 Captain Cook Cres, Griffith ACT 2603, Australia",-35.32428,149.13466
0140A,2.58,207.0,30.768652400231346,0.11972238288027762,"73 Kootara Cres, Narrabundah ACT 2604, Australia",-35.33294,149.15751
0140B,5.41,406.0,60.34817813765182,0.23481781376518218,"74 Kootara Cres, Narrabundah ACT 2604, Australia",-35.3331,149.15735
0140C,12.06,1116.0,165.88316946211683,0.6454598033545402,"54 Kootara Cres, Narrabundah ACT 2604, Australia",-35.33174000000001,149.15297
0141A,9.610000000000001,3201.0,1477.4491525423728,2.23728813559322,"14 Sturt Ave, Narrabundah ACT 2604, Australia",-35.32644,149.14893
0141B,3.99,873.0,402.9406779661017,0.6101694915254238,"39 Sturt Ave, Narrabundah ACT 2604, Australia",-35.32921000000001,149.1483
0141C,11.26,3043.0,1404.5228900926086,2.1268565437707494,"45 Sturt Ave, Narrabundah ACT 2604, Australia",-35.32976,149.14838
0141D,17.46,4329.0,1998.0872793989165,3.025685829110606,"73 Sturt Ave, Narrabundah ACT 2604, Australia",-35.33217,149.14782
0142B,28.349999999999987,9103.0,103949.17273723485,226.10838312416834,"585 Sutton Rd, Australian Capital Territory, Australia",-35.31111,149.24746
0142C,59.779999999999966,13185.0,150562.43464137556,327.5007175098495,"235 Sutton Rd, Canberra ACT 2609, Australia",-35.30373,149.25141
0142D,228.84000000000037,49676.0,567261.2440838051,1233.8965220340751,"Zuta Holdings Pty Ltd, 855 Sutton Rd, Canberra ACT 2609, Australia",-35.29477,149.25518
0142G,23.779999999999994,4690.0,53556.14853758447,116.49437733190702,"600 Sutton Rd, Australian Capital Territory, Australia",-35.31139000000001,149.24752
0143A,48.16,15171.0,22100.0,62.0,"17 Bateman St, Kambah ACT 2902, Australia",-35.39096,149.05003
0144A,2.58,203.0,16.34384537131231,0.059003051881993895,"133 Boddington Cres, Kambah ACT 2902, Australia",-35.39014,149.05303
0144B,1.33,129.0,10.385990408370875,0.03749455021072518,"157 Boddington Cres, Kambah ACT 2902, Australia",-35.38949,149.05605
0144C,1.33,137.0,11.030082836796977,0.039819793634646126,"154 Boddington Cres, Kambah ACT 2902, Australia",-35.38997,149.05492
0144D,16.130000000000003,6412.0,516.2400813835199,1.8636826042726349,"109 Boddington Cres, Kambah ACT 2902, Australia",-35.38846,149.05091
0145A,15.06,855.0,496.02396294804674,1.2051953282319774,"20 Summerland Circuit, Kambah ACT 2902, Australia",-35.38362,149.0638
0145B,23.049999999999997,4111.0,2384.9760370519534,5.794804671768023,"Summerland Circuit, Kambah ACT 2902, Australia",-35.3904,149.07277
0146A,4.08,320.0,1297.3847125710677,3.8408085912823755,"106 Perry Dr, Chapman ACT 2611, Australia",-35.35598,149.03505
0146B,24.369999999999997,2417.0,9799.308907138346,29.010107391029692,"78 Perry Dr, Chapman ACT 2611, Australia",-35.35658,149.03845
0146C,4.5,429.0,1739.3063802905874,5.149084017687934,"109 Perry Dr, Chapman ACT 2611, Australia",-35.35598,149.03483
0147A,5.83,1167.0,577.1164910858995,1.182131280388979,"Eucumbene Dr, Duffy ACT 2611, Australia",-35.32807,149.02632
0147C,26.249999999999993,3769.0,1863.8835089141005,3.8178687196110213,"30 Eucumbene Dr, Duffy ACT 2611, Australia",-35.34044,149.02803
0148A,2.58,73.0,,,"33-35 Troughton St, Banks ACT 2906, Australia",-35.4723,149.10119
0148B,2.66,122.0,,,"1 Littler Pl, Banks ACT 2906, Australia",-35.47159,149.10084
0148C,1.33,27.0,,,"9-15 Troughton St, Banks ACT 2906, Australia",-35.4708,149.0999
0149B,1.33,50.0,,,"32 Paperbark St, Banks ACT 2906, Australia",-35.46911,149.10456
0149C,1.33,15.0,,,"49 Paperbark St, Banks ACT 2906, Australia",-35.47087,149.10388
0150A,31.26999999999999,4579.0,9788.854434379607,27.009058352643777,"26 Forsythe St, Banks ACT 2906, Australia",-35.4749,149.09727
0150B,4.33,168.0,359.14556562039184,0.990941647356225,"81 Forsythe St, Banks ACT 2906, Australia",-35.47426,149.10163
0151B,3.83,424.0,,,"39 Narrabundah Ln, Symonston ACT 2609, Australia",-35.35206,149.14105
0152A,44.35999999999997,9151.0,7758.9283552793,19.459066001472152,"22 Dixon Dr, Holder ACT 2611, Australia",-35.33918,149.03903
0152B,3.99,468.0,396.8067391837736,0.9951746135601537,"52 Dixon Dr, Holder ACT 2611, Australia",-35.33625,149.03723
0152C,3.99,774.0,656.2572994193179,1.6458657070417928,"120 Dixon Dr, Holder ACT 2611, Australia",-35.32986,149.04218
0152D,7.98,1834.0,1555.0076061176085,3.8998936779259017,"142 Dixon Dr, Holder ACT 2611, Australia",-35.32950000000001,149.04562
0153A,27.61999999999999,2160.0,28829.975020815986,62.048293089092425,"39 Warragamba Ave, Duffy ACT 2611, Australia",-35.33058,149.03504
0153B,17.799999999999997,1263.0,16857.527060782682,36.281015820149875,"67 Warragamba Ave, Duffy ACT 2611, Australia",-35.3309,149.0314
0153C,15.120000000000001,892.0,11905.71190674438,25.623646960865948,"47 Warragamba Ave, Duffy ACT 2611, Australia",-35.33053000000001,149.03384
0153D,6.48,489.0,6526.786011656953,14.047044129891757,"33 Warragamba Ave, Duffy ACT 2611, Australia",-35.33035000000001,149.03597
0154A,30.109999999999992,3394.0,3591.0,10.0,"21 Barraclough Cres, Monash ACT 2904, Australia",-35.41678000000001,149.09937
0155A,16.05,3235.0,2578.854144356393,6.928678517883915,"27-29 Charleston St, Monash ACT 2904, Australia",-35.41749,149.08014
0155B,7.92,1434.0,1143.1458556436069,3.071321482116085,"21-23 Charleston St, Monash ACT 2904, Australia",-35.4172,149.07982
0156A,33.44999999999999,9620.0,6478.035800543771,14.206218860841602,"104 Streeton Dr, Rivett ACT 2611, Australia",-35.35086,149.04208
0156B,15.17,5405.0,3639.6864347130027,7.9817684971776375,"86 Streeton Dr, Rivett ACT 2611, Australia",-35.34919,149.04307
0156C,20.629999999999995,8727.0,5876.696302634667,12.88749189174269,"Streeton Dr, Holder ACT 2611, Australia",-35.33746,149.05137
0156D,10.9,5655.0,3808.034558427757,8.35095297900824,"Streeton Dr, Holder ACT 2611, Australia",-35.33711000000001,149.05166
0156E,20.459999999999994,11775.0,7929.196626964958,17.3885890942214,"code
0156E    Streeton Dr, Holder ACT 2611, Australia
0156E    Streeton Dr, Holder ACT 2611, Australia
Name: desc, dtype: object","code
0156E   -35.33226
0156E   -35.33195
Name: lat, dtype: float64","code
0156E    149.05408
0156E    149.05393
Name: lng, dtype: float64"
0156F,10.64,2333.0,1571.0246905060933,3.445229584443187,"Streeton Dr, Holder ACT 2611, Australia",-35.3399,149.05101
0156G,23.93999999999999,8272.0,5570.302717473812,12.215576134810991,"54 Streeton Dr, Rivett ACT 2611, Australia",-35.3469,149.04571
